ID;MeetingDate;TaskID;Priority;TaskTopic;TaskDescription;Participants;FollowUp;ResponsibleDepartment;ResponsibleStaffMember;Beginning;ExpectedTermination;Status;StatusText;CurrentUser
75;2013-10-14 00:00:00.000;5;I;Management Committee Meeting 14.10.2013;"1. Risk Management
Presentation of the risk controlling key figures for the 3rd quarter and the composition of the credit portfolio.
In terms of the risk bearing capacity, the bank has to cover 2,5 million Euros. At the end of the third quarter, 
23,48% of the total risk bearing capacity have been used by the bank. The capital ratio amounts to 9,1 % and
the liquidity key figure is currently between 3 and 4. 

2. Accounting 
There has been an increase in receivables to banks as well as a significant increase in  receivables to non-banks, 
which is due to the authorized payments/funded receivables participation.
The Liabilities to banks have been decreased - Liabilities to customers are nearly the same like in the last year.
CCBF´s total profit amounts to € 2,87 m. 

3. Marketing I
Gilhaus presented two offered deals. One of them had to be rejected (Ipsos S.A.Paris) because it did not match with our 
internal requirements. The offered loan ""Altana Chemical Group"" is attractive. Mr. Gilhaus shall apply HO`s approval. 

4. IT
Mr. Yu needs HO approval build the test environment for Treasury Department. 
Regarding SEPA, Mr. Yu and Mr. Papas require an update of the current software to connect the Multibank converter.
Mr. Yu is preparing the IT import for the year end report. 

5. Marketing II
Mr. Fu Dong pointed out that due to tight obligo and tight CAR new business cannot done. He suggested to approach 
third banks (f.e. Helaba) to sell our assets. 
Mr. Ott said that it is very important to aquire new mid-sized companies as new customers. He informed that he 
received an invitation from VW to get in contact with new responsibles due to a management change. He outlined 
the difficulites with our Jilin Branch related to delayed VW Audi collection payments. 
Jilin branch needs to execute for outstanding payments amounting to € 90 m which is the equivalent of roughly 
80 VW/Audi payments. 

6. Treasury
HO decided to increase the limit of Sydney Branch which widens to range of business opportunites for our branch.

7. General Management
Everybody shall take notice that our Chairman and his delegation shall visit Bundesbank and Ministry of Economics Hesse
in due course. Additionally the delegation shall most probably visit our branch. Therefore each of the participants should
get prepared accordingly. 

Announcements:
17.10.2013:   Senior Management shall visit Prüfungsverband in Cologne to negotiate for a higher deposit ceiling.
21.10.2013:   Senior Management shall visit Ministry of Economics Wiesbaden to prepare the visit of our Chairman. 
Customer relationships have to be evaluated in order to identify potential customers for the future. 






";"Biao Li
Sternheimer
Xiong
Ott
Gilhaus
Dong Fu
Nieli
Noeske
Yu
Lv
Ping Li
Liu 
Xiaodong Wang
Hein";NULL;All;All;2013-10-14 00:00:00.000;2013-10-15 00:00:00.000;CLOSED;TASK CLOSED from Nieli on 21.10.2013 10:36:50;NULL
76;2013-10-21 00:00:00.000;1;I;Management Committee Meeting 21.10.2013;"1. Marketing II
Hebei Branch doesn’t want to provide another guarantee for the due KSM loan which means that the KSM loan must be repaid at maturity date. 
Credit Suisse has asked for a meeting on 30.10.2013 in our premises to discuss common business opportunities. 

2. IT
No news related to the IT Audit Report from Head Office.
Related to SEPA transactions, BSM sent an offer to implement four updates which should be accepted by us.
CCB Hong Kong Branch announced an update of the interface. 
Program work for treasury (FX Swap transaction) finalized. Treasury is enabled to use the new program.

3. Credit Administration 
Intended Amendmend of credit approval process for trade finance transactions should be discussed with Internal and external auditors.
Altana Schuldschein offer in working process.. 
KION and CIC under review.

4. Risk Management
HO has allocated Germany, Austria, Greece, Cyprus, Malta, Slovenia and Slovakia to CCB Frankfurt
Except Austria the other aformentioned countries because of their weak financial background are not of our business interest.
HO shall be asked to allocate Switzerland to CCB Frankfurt because of geographic and cultural similiarities. 

5. Accounting
Accounting is preparing for the year end. 

6. Senior Management
Mrs. Xioang Bo (new deputy general Manager) is entitled to legally bind the bank by signing  together with  one of the Managing Directors.
Mr. Nieli is asked to update the signature list.

Besides CCBF our competitors ICBC and Bank of China shall join the ""clearing bank meeting"" in the premises of Deutsche Bundesbank. 
Related documents should be submitted to Senior Management until 25.10.2013. 


";"Biao Li
Sternheimer
Xiong
Nieli
Noeske
Ping Li
Yu
Fantao Fu
Ott
Hein";NULL;All;All;2013-10-21 00:00:00.000;2013-10-22 00:00:00.000;CLOSED;TASK CLOSED from Nieli on 03.01.2014 09:50:27;NULL
77;2013-10-25 00:00:00.000;1;I;Management Committee Meeting 25.10.2013;"1. Marketing  I
SSD offers:
Hannover Airport - owned by the city of Hannover & Lower Saxony = very low default, low margin - recommendation: reject
IT company based in Stuttgart - high marging - Marketing would like to proceed with the deal

Sold Assets
Meetings with Unicredit and Bayern LB shall be arranged
Helaba Frankfurt wants to renew the exisitng agreement based on the old contract terms.

2. Marketing II
Processing for transfer business runs smoothly.  However, one US$ balance had to be booked in the Nostro account of the bank. Dong Fu informed that he has encountered problems with US$ transactions. Treasury department must be informed about the US$ amounts. The US$ figures are delivered by the Payment Department (Operations). It is agreed that US$ figures have to be delivered to Marketing and Treasury before 4 p.m. daily. 
Meeting shall be held next week in order to coordinate an efficient cooperation among the three departments.

3. IT
Our Customers shall be about SEPA transactions as the old version shall not be applicable after Feb 2014. 
Information letter should be send together with our account statements at year end so that our customers can get prepared to use the new bank transfer method.
Our H.O. Data Center needs to change some SEPA related program tools to enable a smooth work execution with our converter. 

4. Treasury
Eurocity Bank and AKBANK Frankfurt are interested in a bilateral business relationship (MM transactions or selling CCB assets). 
Daimler Benz is interested in a Foreign Exchange contract with CCBFF.  
VW also sent an agreement for foreign exchange. 
CCB Hong Kong granted a loan for CCBFF.
Our assets could be enlarged by granting a 40 m EUR loan to Bank of Communications.

5. General Management
Latest Overseas branches figures (September 2013) had been published. 
CCBFF performs before CCB London and CCB Johannesburg in terms of assets. Overall the results of CCBFF were 11% lower compared to last year. 
CCB Shanghai will become second headquarter for the CCB group. There will be a new CCB branches in Osaka, Japan.

6. Accounting
“Performance Analysis by end of September” had been presented.

7. Risk Controlling
Risk analyis of CCBF´s asset structure presented. Different scenarios explained how the CCBF could be affected by its current asset structure. 
Details: “Risk Analysis Asset Structure – 3rd Quarter 2013”
";"Sternheimer
Biao Li
Xiong
Nöske
Nieli
LV 
Xiaodong Wang
Qian
Yu
Gilhaus
Ott
Dong Fu
Hein";NULL;All;All;2013-10-25 00:00:00.000;2013-10-26 00:00:00.000;CLOSED;TASK CLOSED from hein on 29.10.2013 15:12:33;NULL
78;2013-11-04 00:00:00.000;1;I;Management Committee Meeting 04.11.2013;"1. Senior Management 
Welcome to Mr. Breunig as new Accounting Head and explanations related to our regular weekly meetings

2. IT
H.O. had been contacted regarding software updates related to SEPA. H.O. agreed to execute them as soon as possible.
Old hardware components shall be destroyed by issuing a protocol to provide more storage space. 
Testing environment for Treasury had been set up and can be started this week.

3. Accounting Department
Month end statements for Deutsche Bundesbank and HO are in preparation together with new Accounting Head. 

4. Marketing II
SSD offer Hannover Airport declined due to the low margin. 
SSD offers from Austrian company declined as well due lack of austrian country limit. 
SMPA with LBBW signed which enables us to start business. 

5. Credit Department
H.O. would like to know CCBFF’s business strategy. H.O. suggested that loans can be approved locally and booked in Hong Kong. 
For further details please see email dd. 30.10.2013 from Mrs. Ping Li.

6. Marketing I
LBBW used € 40 m to purchase CCB LC based assets. DZ and other banks are approached to extend the asset selling.
Total Loans end of October 2013 amount to appr. 2.1 bn Euros (appr. 3 bn US $).
Two audit deals matured and have been repaid in time. Prefinancing loans amounted to € 400 m. and had been paid out CCB Jilin Branch.

7. Risk Management
CAR stable despite EUR-US $ ratio decrease. In case of further EUR-US $ decrease we need closely to monitor and counteract.
Bundesbank confirmed that the lending of government related loans have a risk-weighting factor of 0%. 

8. Senior Management 
Meeting between our Chinese delegation (Chairman) and Deutsche Bundesbank and Ministry of Economics Wiesbade positive.
Our Chairman comitted full support to CCBF especially to play an active role as RMB clearing bank and/or member in the clearing house.
Additionally HO provides full support to the Financial Market place FFM to issue a RMB bond amounting to 1 bn RMB (100 - 100 m €)
in due course. CCB Frankfurt shall participate in all future working group meetings related to the establishment of the RMB Clearing Center
in Frankfurt. 
";"Sternheimer
Biao Li
Xiong
Nieli
Ott,
Ping Li
Xiaodong Wang
Lv
Yu
Gilhaus
Noeske
Breunig
Dong Fu
Hein";NULL;All;All;2013-11-04 00:00:00.000;2013-11-05 00:00:00.000;CLOSED;TASK CLOSED from Nieli on 03.01.2014 09:44:37;NULL
79;2013-11-11 00:00:00.000;1;I;Management Committee Meeting 11.11.2013;"1. IT
HO started software update to meet SEPA requirements.

2. Marketing I
Offer from NordLB - SSD Meyer Werft - ship building company discussed and rejected.
Offer from DZ Bank - SSD GKM Electricity in progress

3. Accounting
Proposal to implement a common database for Chinese and German financial account statements. 
Booking of FX Transactions under review. Reportings October 2013 finalized. 

4. Risk Management
PWC shall start on 02.01.2014. 
CAR: 8,9 due to the weak Euro/USD FX rate. 
Liquiditiy ratio: 2,52. Without the irrevocable lending commitment liquidity ratio will just match the required ration of at least 1. 
(please see attachment daily liquidity chart). 

5. Marketing II
Ak Bank approach regarding asset selling in progress.

6. Treasury
Tests related to FX customer deals successfully completed. German Government bond purchase under discussion. Desk insruction has to be issued.
Furthermore, he said that the treasury department had a meeting with the Accounting and Payment Department to discuss the purchase of bonds. A new Desk Instruction has to be issued.

7. Senior Management 
RMB Bond shall be issued together with another strong financial institution (f.e. Coba, Deutsche Bank or HSBC) according to the wish of our Chairman.
CCBF assets should reach € 3 bn as per end of 2013 to be in line with our budget target.
Regarding our liquidity planning the so called “Available for Sale Bonds” are an option to increase the bank’s short termed liquidity assets.
This would support CCB Frankfurt not to be so dependend from H.O or domestic branches support. A
Liquidity key ratio is stable over 1,0 (Please see daily liquidity chart). 
In the future the bank has to ensure the liquidity according to the new regulations starting 1st January 2014. 
Liquidity strategy shall be prepared in close cooperation between Risk Management, Operations and Treasury.
";"Biao Li
Xiong
Yu
Gilhaus
Breunig
Dong Fu
Lv
Nöske
Ott
Nieli
Hein
";NULL;All;All;2013-11-11 00:00:00.000;2013-11-12 00:00:00.000;CLOSED;TASK CLOSED from Nieli on 03.01.2014 09:50:39;NULL
80;2013-11-18 00:00:00.000;1;I;Management Committee Meeting 18.11.2013;"1. Marketing I
SSD offer from Société Générale rejected because of non available France country limit for CCB Frankfurt.

2. Accounting
Subordinated loans could strengthen our capital basis. Total amount could be 50% of our core capital = 36,950,000.-EUR
Subordinated loans should have a duration of 5 years (to be prolonged after 3 years).
Our total loans exposure (Solva) could be increased in case we could strengthen our capital basis.
Short term customer deposits do not have a positive impact on our liquidity ratio.

3. IT
Mr. Yu and Mrs. Xiong went to a meeting with other Chinese banks last week. They reported that Tier 2 capital was also a discussion item. 
Furthermore he says that other Chinese banks calculate their liquidity on a daily basis. 
Mr. Yu and Mr. Papas attended the Bundesbank Working Group ""clearing centre"". Bundesbank prefers to have a Clearing House 
consisting of some German and Chinese Banks instead of a single Clearing bank runned by a single credit institution.

4.  Treasury
HO decided to increase the lending limit to overseas branches to US § 1 bn. which shall have a positive impact on our branch. 

5. Marketing II
Two other banks have countersigned contracts to purchase CCB LC based businesses from our branches. 
CIC limit has to be monitored during the absence Mr. Nieli and Mrs. Ping Li. 

6. Senior Management - Treasury - Business Trip China 
Mr. Sternheimer and Mr. Xiadong Wang accompaniend the delegation organized by Mr. Florian Rentsch from the Ministry of Economics in Wiesbaden.
The business trip lasted from 09.11.2013 -17.11.2013 and included a lot of talks and presentation with responsibles of CBRC - Peoples bank of China and other local business orientated german chinese organisations in Beijing, Shanhai and Hongkong. CCBF took the opportunity to establish good contacts to the delegation members and the parties visited in China. One of our goals shall be to win Volkswagen and Lufthansa as deposit customers and to strengthen the
good communication with Dr. Bredt (Ministry of Economics Wiesbaden) to show our branch as reliable partner for the issuance of RMB bonds and the position
as RMB clearing bank.

CCB´s Johannesburg approach to receive a capital increase from HO had been approved. We are still waiting to get our application approved.

Starting January 2014 HO implements an extensive rating procedure to all overseas branches. The necessary documentation shall be forwarded to us shortly.

Mr. Sternheimer and Mr. Wang had a meeting regarding the RMB hub issue with the Chinese Trading Promotion Agency. They consider Frankfurt as a strong potential partner and would like to consider closer cooperation in the future.

In Shanghai Mr. Sternheimer and Mr. Wang attended the “2nd Hessisches Shanghai Business Forum” 
In Hong Kong Mr. Sternheimer and Mr. Wang had different talks related to our plans for the first RMB Bond issuance.  
Dr. Bredt shall support our activities to issue a RMB bond as quick as possible to strengthen the financial market place Frankfurt. 

7. General Information
Mr. Sternheimer informed that according to his info the so far accepted Irrevocable Lending Limit might in our liquidity calculation cannot be considered in 
future anymore. Therefore we need to get prepared for such a scenario and to plan some counteractions to maintain a sufficient liquidity ratio under this scenario . 
In 2014 new extensive regulations (CRR) will be in force. Risk Management/Accounting  and Credit Administration shall get familiar with the relevant new rules. 
The ""similiar supervision status of China´s Supervisory Banking Authority"" had been discussed. Since - according to the nowadays regulation - China has not
a similiar comparable banking regulatory status to Germany. Therefore lendings to Chinese banks starting in 2014 cannot exceed 25% (€ 18.4 m) of our dotation capital (€ 73.9 m). ";"Sternheimer
Xiong
Yu
Gilhaus
Breunig
Fu
Lv
Jin Wang
Ott
Hein ";NULL;All;All;2013-11-18 00:00:00.000;2013-11-19 00:00:00.000;CLOSED;TASK CLOSED from Nieli on 03.01.2014 09:50:48;NULL
81;2013-11-26 00:00:00.000;1;I;Management Committee Meeting 26.11.2013;"Marketing I
no new SSD invitations from third parties.
In case CCBFF wants to launch a Schuldscheindarlehen it would have to be decided whether it should be done with or without listing
HSBC in Düsseldorf could act as a potential cooperation partner. Before starting HO should agree to this procedure.
 
2. Accounting
Currently they are preparing the year end work. Figures 2012 and 2013 are similar, CCBFF has achieved all budget targets.  

3. Treasury
700 Mio. EUR. obligo asset shall be sold. Furthermore a gap of 500 Mio. EUR must be managed unless assets can be sold. To cover the gap money from CCB Hong Kong, Head Office and CCB Sydney has been borrowed. Commerzbank reduced asset selling limit. As a last way out the gap could be closed by moving US$ from  HO to our account.
VW has signed an FX agreement which enables us to start FX business with them 2014. 
Swedish SEB Bank would also be a potential partner for SSD issuance.
The purchase of German government bonds is recommended. Currently treasury carries out some research on the purchase.  

4. Marketing II
Problems with CCB Jilin branch are still existing. 115 collections with a total value of 56 Mio. EUR have been properly paid. There are still 38 unpaid collections item with a total value of 51 Mio. EUR. 
XS Holding loan matures on 05.12.2013. We got in touch with our customer and the responsible Xuzhou Branch to get repaid in time. 

5. IT
SEPA test successfully completed.  
Testing the Multibank converter led to problems and mistakes which shall be solved by Multibank/Pass programming in due course.
HO finished its development work.
New BSM software coming up. CCB Hong Kong has to develop and install the new interface.

6. Risk Management
CAR: 9
liquidity ratio moves between 2 and 3. 
CCB Frankfurt Branch’s credit portfolio contains only low risk business. 
No value of adjustments necessary
2nd internal audit, last time carried out by W+ST finishes end of this week. So far no essential audit remarks or findings.

7. Credit Administration  
New rating system shall be introduced to all branches and subsidiaries effective January 2014. 
For every customer, parent company and guarantor a rating has to be done following the guidelines of the new rating system.
CCBFF has to rate approximately 70-80 ratings in 2014
The new rating tool is very time consuming and detailed
Each branch or subsidiary is ordered to finish the new rating within the first half of 2014 - therefore a detailed action plan is required to finish the work in time. 
According to HO guidelines the borrower rating should be executed by Credit Marketing. This is not in line with our daily practice - Credit Administration is 
exercising the rating task.
";"Sternheimer
Xiong
Yu
Gilhaus
Breunig
Dong Fu
Nieli 
Ott
Li
Hein";NULL;All;All;2013-11-26 00:00:00.000;2013-11-27 00:00:00.000;CLOSED;TASK CLOSED from Nieli on 03.01.2014 09:50:58;NULL
82;2013-12-02 00:00:00.000;2;I;Management Committee Meeting 02.12.2013;"1. Treasury
250 Million US$ could be funded and another 40 Million US$ funded today. Due to the established contact during the last chinese business trip VW AG would like to place customer deposits with CCB Frankfurt permanently. The total amount ranges between 100 - 500 m EUR. 
Treasury is currently testing the FX trading with the HO.

2. IT
HO should provide a real time liquidity calculation.  
FX trading tests shall be reviewed to evaluate the current program status. 

3. Accounting
Month end report completed.
PwC Auditors start they work tomorrow. HO wants the PwC´s report on the 7th of January 2014. 

4. Marketing II
VW had been informed regarding the open collection items with CCB Jilin Branch. 
FX agreements shall will be sent to VW and Daimler AG to start FX business as soon as possible. 
XS Holding loan is repaid on the 4th of December 2013 (one day before maturity)

5. Credit Administration 
Total loan value across 6 CCB Branches is around 2,5 bn US $. 
CCB Frankfurt’s share amounts to 800 m US $.
Credit application Tiptop Energy Limited and Sinopec Century Bright Capital Investment Ltd. finalized and ready for approval.

6. Risk Management
Risk Controlling figures move within the limits.  

7. Senior Management
It is expected that BaFin deletes the position ""Irrevocable lending limit of 1.5 bn €"" in our liquidity calculation. Therefore counteractions have to be planned to cope with such an expected scenario.
The opition ""capital Increase via subordinated loan"" should be discussed with our Public Auditors.
CCB London has successfully placed a RMB bond in the market. CCBF intents to start such an action as well.  
";"Sternheimer
Biao Li
Xiong
Yu
Breunig
Liu
Xiadong Wang
Dong Fu
Nieli
Ott
Ping Li
Hein";NULL;All;All;2013-12-02 00:00:00.000;2013-12-03 00:00:00.000;CLOSED;TASK CLOSED from Nieli on 03.01.2014 09:51:05;NULL
83;2013-12-09 00:00:00.000;1;I;Management Committee Meeting 09.12.2013;"1. Accounting
year end reserve bookings need to be done. Accounting is in the process to analyze the expense side.  

2. EDP
Starting next Saturday evening until Sunday morning HO shall carry out an IT test. 

3. Treasury
liquidity gap of US $ 500 m had been lowered to US $ 200 m. 
German Government Bonds shall be purchased soon.
This week we expect a Volkswagen AG Deposit placement of around € 200 to strengthen our liquidity ratio

4. Marketing II
XS loan shall be repaid - CCB London is interested to take over the loan in the future

5. Marketing I
SSD budget target of 120 m € not met so far. 
SSD offer Stada € 100 m with a margin of 125 bps does not meet our requirements.
 
6. Risk Management
Our credit portfolio consists of high quality assets. 
Due to negative press info (downgrade of Thyssen Krupp) we should conservatively evaluate the cooperation with the company. 
CAR moves between 8.8 and 8.9. Liquidity ratio is tight due to cancellation of the € 1.5 bn. 
 
";"Biao Li
Xiong
Breunig
Yu
Xiaodong Wang
Lv
Liu
Dong Fu
Ott
Ping Li
Gilhaus
Nieli
Hein";NULL;All;All;2013-12-09 00:00:00.000;2013-12-10 00:00:00.000;CLOSED;TASK CLOSED from Nieli on 03.01.2014 09:51:13;NULL
84;2013-12-23 00:00:00.000;1;I;Management Committee Meeting 23.12.2013;"- Credit Marketing I
Syndicated loans: no new business. Basically during 2013 many offers had been rejected due to non compliance with H.O. requirements
tenor too long, transaction volume too small, margin too low, rating too weak (below BBB), unfavorable business sector, finance sector, 
no country limit etc. 
RMB Bond issuance - we are waiting for HSBC evaluation of the project.

- Credit Administration
Review of our credit files successfully completed

- Accounting 
The year end key figures are in line with the budget 

- IT
RMB Offshore Center - Mr. Yu attented the Working Group Meeting  -  all Chinese banks agreed to the solution ""clearing bank - clearing house)

- Treasury
Obligo and Liquidity management successfully managed for the end of year 2013.
German Government Bonds purchased - budget fulfilled 

- Risk Controlling
Ratios in line with legal requirements 
Good quality of our credit portfolio
no bad loans
All obligors rated as “pass” 



";"Biao Li
Breunig
Yu
Xiaodong Wang
Ping Li
Gilhaus
Nieli";NULL;MCM;All;2013-12-23 00:00:00.000;2013-12-24 00:00:00.000;CLOSED;TASK CLOSED from Nieli on 06.01.2014 09:38:58;NULL
85;2013-12-30 00:00:00.000;1;I;MCM 30.12.2013;"- Markteting I
Bonds: no news. We are waiting for info from H.O. how to proceed.

- Accounting 
year-end financial figures are finalized and nearly completed. 
No major discrepancies between budget and acutal figures.

- Credit Administration 
Credit Documentation completed

- Risk Controlling 
Info about special audit according to article 44 German Banking Act starting on 05th of February 2014.
";"Biao Li
Nieli
Gilhaus
Breunig
Ping Li
Yu";NULL;All;All;2013-12-30 00:00:00.000;2013-12-31 00:00:00.000;STILL PENDING;NULL;NULL
86;2013-12-16 00:00:00.000;1;I;Management Committee Meeting 16.12.2013;"1. Marketing I
KWG reportings should be moved to accounting department
BSM provides new reporting tool January 2014. 
EU-regulations stipulate that new reportings have to be executed by May 2014.
Main changes are related to article 13 and 14 German Banking Act. 

2. Accounting
Year end financial statements are in preperation. Currently Accounting deals with the balance sheet reconciliation.  
the building of reserves need  by the General Management. Mr. Breunig already got the provisions from the Chinese banking authority.

3. EDP
HO has released a new SEPA tool – testing went successful. Operations can use the new system.
CCB China IT auditors are finalizing the IT report (english version).

4. Treasury
Year end liquidity managed successfully. 
Purchase of German government bonds executed.

5. Credit Administration
two now loans have been disbursed. Sanofi  loan of 50 m US $ shall be disbursed with 7.5 m US $ for the time being.
Budget for syndicated loans € 130 m. not met. We reached € 103 m.  

6. Risk Management
no ratio changes since last week 

7. Senior Management
Applied capital increase not approved yet. HO shall be contacted again to speed up the matter.
Particpants shall get prepared for Budget meeting talks in the 2nd week of 2014.  

8. Marketing II
Due to the forthcoming Christmas holidays and related due credit businesses after christmas our CAR shall decline to 8,7. 
Regarding further prefinancings the available obligo is tight. Therefore emphazis should be put on the issue to sell asseets to third banks.
Mizuho Bank has offered to purchase our assets - after contract check we should start business with them.
";"Biao Li
Xiong
Sternheimer
Breunig
Yu
Xiaodong Wang
Lv
Dong Fu
Ping Li
Gilhaus
Nieli
Hein";NULL;All;All;2013-12-16 00:00:00.000;2013-12-17 00:00:00.000;STILL PENDING;NULL;NULL
87;2014-01-06 00:00:00.000;1;I;Management Committee Meeting;"Breunig,  Accounting
- prelimanary result 10,5 Mil. € before tax
- budget targets are fulfilled
- Expense side also inside the budget

Fu Dong, Foreign Department
- simplify the procedure with the signatures
- new processing of the Forfaiting business should be implemented. Mr Fu Dong presented a new Flowchart

Yu, Operations
Sepa should be implemented until Febraury 2014. Together with Pass Consulting Mr. Yu and Papas are still working on the converter. Furthermore, we will face in 2014 a lot of changes in the interface due to the new regulations (CRR CRD IV)
The new rules should be applied at the end of this month.

Wang, X. Treasury
The Liquidity key figure is quite good and stable above ""1"" (1,28). No more comments.

Nieli, P. 
The quarterly risk classification will be finished in the next days.
1st week PWC audit. Until now no considerable auditors remarks
Capital ratio over 9,0 %. LiqV ratio stable over 1,0.
Credit portfolio is stable, no bad debt loans, classification ""pass""


Biao Li, General Management
- Budget is fulfilled +  cost control
- Purchase of a new office building is approved
- Discussion about the restruturing of our credit portfolio.
- Capital injection should be executed in the first half 2014

Sternheimer, General Management
- negoitation with the landlord because of the upcoming cancelation of the rental contract
- introduction in the special audit § 44 KWG
 ";"Biao Li
Xiong
Sternheimer
Breunig
Yu
Lv
Dong Fu
Ping Li
Gilhaus
Nieli
Ott";NULL;All;All;2014-01-06 00:00:00.000;2014-01-07 00:00:00.000;STILL PENDING;NULL;NULL
88;2014-01-13 00:00:00.000;1;I;Management Committee Meeting 13.1.2014;"1. Credit Marketing

SSD offers 
- S&T Antriebstechnik, Austria:  € 75 Mil, margin: 220-250 bps / 5 years
   Refused: no country limit for Austria, rating around BB (acc. to high margin)
- AMG Advanced Metallurgical Group N.V., The Netherlands
   conversion and recycling based businesses, vacuum systems and service business
   Heavy losses in 2013, rating around BB. As far as we heard, country limit for the Netherlands was delegated to the United Kingdom.
   Refused: Figures and BB rating are not in compliance with H.O. requirements
- Meggle AG, Wasserburg:
   € 50 million, 7 (125-150 bps) and 10 years (145-170 bps),
   Book Closure: 12.02.2014
   To check

    Asset Sellings (contracts)
    Commerzbank still in process
    Raiffeisenlandesbank Linz in process

2. Credit Administration
No comments

3. Accounting
Year end Balance Sheet in preperation. 
Budget 2014 in preperation. 
Key planning figures demand an asset increase of 30 % and a 25 % Profit increase.
BSM shall provide new reporting tools

4. Marketing II
- new agreement with Mizhou Bank
- Financing Audi 40 Mil. USD 

5. Treasury
no special issues

6. Risk Controlling
- introduction to the special audit acc. to § 44 KWG
- second week PWC Audit
- CAR over 9,0 %, LiqvV over 1,0, Credit portfolio -> no signs of bad debt loans

7. IT
- Sepa implementation in testing phase

8. Senior Management
Telephone meeting on next Wednesday regarding RMB Bond 
";"Biao Li
Xiong
Sternheimer
Nieli
Breunig
Gilhaus
Ping Li
Fu Dong
Lv
Ott";NULL;All;All;2014-01-13 00:00:00.000;2014-01-14 00:00:00.000;CLOSED;TASK CLOSED from Nieli on 21.01.2014 13:19:07;NULL
89;2014-01-20 00:00:00.000;1;I;Management Committee Meeting 20.01.2014;"1. Marketing I 
Meggle AG, Wasserburg:
€ 50 million, 7 (125-150 bps) and 10 years (145-170 bps),
Book Closure: 12.02.2014
-	Still to be examined
-	In view of Chinese spring festival and long tenor min. 7 years) , an approval will not be appropriate

2. Accounting
- year end preperation for PwC in progress - no essential remarks or recommendations from PwC
- 2014 Budget prepared and reported to Head Office. 

3. Credit Administration
- PWC request SNC Kumquat

4. Credit Marketing II
- responsibility for the balance confirmation
- Preparation of the marketing proposal 2014
- FX Booking -> much pressure on the Foreing Department. Switch to the Treasury

5. Treasury
- Meeting with Bank of Tokyo 31.1.2014 regarding asset trading
- UK non-bank financial institution with 3 charity holding wants to  place eur deposit with us -> AML is already informed

6. IT 
- Focus on Sepa ( still pending) Timeline end of 2/14.
- H.O. IT Auditors report will be finalized in the next days 

7. Senior Management 
- Linklaters presented the prelimanary timeline for the RMB Bond. They are working on the prospectus. Afterwards BaFin approval procedure has to be started

";"Sternheimer
Xiong
Nieli
Breunig
Gilhaus
Ping Li
Fu Dong
Lv
Ott
Yu";NULL;All;All;2014-01-20 00:00:00.000;2014-01-21 00:00:00.000;STILL PENDING;NULL;NULL
90;2014-02-03 00:00:00.000;1;I;"Management Commitee Meeting
";"SENIOR MANAGEMENT  

Personnel Measures to be implemented within the first half of 2014: 

Risk Controlling/Reporting 
internal transfer of Mrs. Ran Zhi from our operations department to risk department. In November 2007 Mrs. Ran Zhi has successfully qualified as ""certified risk manager"" . With view to the manyfold tasks in our Risk Department and Mrs. Zhi´s good knowledge of our bank (operations/credit adminstration/reporting etc.) she shall support the risk management and parallel take over the legal credit reporting according to the German Banking Act and the CRR.

Accounting
Fixed employment of a qualified local accountant (Bachelor of Business Administration) to cope with the increasing accounting regulations/reporting demands according to German Accounting Law (HGB) and IFRS and to smoothly overtake the task and duties of Mr. Nöske who shall leave the bank for retirement in the course of the next year.

Marketing I
Fixed employment of a qualified local experienced marketing responsible supporting our local borrower´s marketing activities - this employment depends on our capital increase.

Credit Administration 
Fixed employment of a qualified local  credit analyst to cope with the increasing legal and reporting demands (f.e. new rating system HO). 

IT
Fixed employment  - transfer - of a qualified chinese expatriate to deal with the manyfold IT tasks and increasing demands and last but not least to replace Mrs. Li Zhang who left the bank end of December 2013.

Marketing II - Foreign Department
Fixed employment - transfer - of a qualified chinese expatriate to support the handling of our increasing foreign business
and to overtake chinese marketing responsibilities as well. 



ACCOUNTING 
Profit end of January (1.5 m €) is mainly due to FX trading and needs to be analyzed

TREASURY : 
Profits gained via one year FX dealings related to FX or spot forwards with CCB Fujian and CCB Xiamen. CCBF earned 100 bps on average per deal.   
CCB H.O. encourages CCB Frankfurt to purchase Chinese bonds and securities, but power of attorney - for the time being -  allows us government bond purchase only. 

Marketing I: 
SSD offer related to France had to be rejected because of missing limits.  

FOREIGN DEPARTMENT 
All interim accounts are cleared. Due to booking procedure (booking of FX transactions same day value - booking of the financing transactions with CCB mainland branches with prevalue two days)  Cpd account is technically affected (overdraft). 
Foreign Department is obliged to adjust and set off the interims Accounts daily and to document and monitor the technical overdrafts daily. 

RISK CONTROLLING 
Liquidity key figure on 31.01.2014 amounted to 1.16. Treasury and Risk Controlling had been ordered to closely follow and plan the liquditiy daily comfortably so that the bank does not violate the minimum liquidity ratio of 1. 
Without HO clearing money the liquidity ratio would be around 1,06. 


";"Sternheimer
Nieli
Papas
Ott
Gilhaus
Lv
Römer";NULL;All;All;2014-02-03 00:00:00.000;2014-02-04 00:00:00.000;STILL PENDING;NULL;NULL
